estado,nombre,periodo,partido
Guerrero,Miguel García,13 de junio de 1850 - 15 de enero de 1851,Partido Liberal
Guerrero,Juan Álvarez,15 de enero de 1851 - 30 de octubre de 1851,Partido Liberal
Guerrero,Miguel García,30 de octubre de 1851 - 14 de enero de 1852,Partido Liberal
Guerrero,Juan Álvarez,15 de enero de 1852 - 7 de octubre de 1853,Partido Liberal
Guerrero,Tomás Moreno,7 de octubre de 1853 - 5 de marzo de 1854,
Guerrero,Ángel Pérez Palacios,5 de marzo de 1854 - 1 de mayo de 1855,
Guerrero,Marcial López Lazcano,2 de mayo de 1855 - 26 de octubre de 1855,
Guerrero,Tomás Moreno,27 de octubre de 1855 - 5 de mayo de 1856,
Guerrero,Miguel García,6 de mayo de 1856 - 22 de marzo de 1857,Partido Liberal
Guerrero,Félix María Aburto Manuel Parra Onofre Arellano José María Pérez Hernández,23 de marzo de 1857 - 2 de diciembre de 1857,
Guerrero,Vicente Jiménez,3 de diciembre de 1857 - 31 de mayo de 1858,
Guerrero,José María Bernal,1 de junio de 1858 - 24 de junio de 1858,
Guerrero,Vicente Jiménez,25 de junio de 1858 - 3 de junio de 1860,
Guerrero,Anselmo Torija,4 de junio de 1860 - 19 de noviembre de 1860,
Guerrero,Vicente Jiménez,20 de noviembre de 1860 - 4 de julio de 1861,
Guerrero,Mariano Nava,5 de julio de 1861 - 19 de febrero de 1862,
Guerrero,Anselmo Torija,20 de febrero de 1862 - 5 de mayo de 1862,
Guerrero,Diego Álvarez,6 de mayo de 1862 - 24 de enero de 1869,Partido Liberal
Guerrero,Francisco O. Arce,25 de enero de 1869 - 28 de febrero de 1873,Militar
Guerrero,Diego Álvarez,1 de marzo de 1873 - 19 de diciembre de 1876,Partido Liberal
Guerrero,Vicente Jiménez,20 de diciembre de 1876 - 7 de mayo de 1877,
Guerrero,Rafael Cuéllar,25 de mayo de 1877 - 2 de octubre de 1877,Círculo Nacional Porfirista
Guerrero,Rafael Cuéllar,3 de octubre de 1877 - 31 de marzo de 1881,Círculo Nacional Porfirista
Guerrero,Diego Álvarez,1 de abril de 1881 - 31 de marzo de 1885,Partido Liberal
Guerrero,Francisco O. Arce,1 de abril de 1885 - 31 de marzo de 1889,Militar
Guerrero,Francisco O. Arce,1 de abril de 1889 - 31 de marzo de 1893,Militar
Guerrero,Manuel Parra,31 de marzo de 1893 - 3 de abril de 1893,
Guerrero,Mariano Ortiz de Montellano,3 de abril de 1893 - 28 de diciembre de 1893,
Guerrero,Antonio Mercenario,30 de diciembre de 1893 - 31 de marzo de 1894,Militar
Guerrero,Antonio Mercenario,1 de abril de 1894 - 31 de marzo de 1897,Militar
Guerrero,Antonio Mercenario,1 de abril de 1897 - 15 de enero de 1901,Militar
Guerrero,Agustín Mora,16 de enero de 1901 - 1 de abril de 1901,Círculo Nacional Porfirista
Guerrero,Agustín Mora,1 de abril de 1901 - 13 de febrero de 1904,Círculo Nacional Porfirista
Guerrero,Carlos Guevara,13 de febrero de 1904 - 8 de abril de 1904,
Guerrero,Manuel Guillén,8 de abril de 1904 - 1 de abril de 1905,Círculo Nacional Porfirista
Guerrero,Manuel Guillén,1 de abril de 1905 - 20 de agosto de 1907,Círculo Nacional Porfirista
Guerrero,Damián Flores,21 de agosto de 1907 - 3 de febrero de 1908,Círculo Nacional Porfirista
Guerrero,Damián Flores,3 de febrero de 1908 - 20 de abril de 1911,Círculo Nacional Porfirista
Guerrero,Silvano Saavedra Apolonio,20 de abril de 1911 - 2 de mayo de 1911,
Guerrero,Teófilo Escudero Sánchez,2 de mayo de 1911 - 14 de mayo de 1911,
Guerrero,Francisco Figueroa Mata,17 de mayo de 1911 - 30 de noviembre de 1911,Maderista
Guerrero,José Inocente Lugo,1 de diciembre de 1911 - 31 de marzo de 1913,Partido Liberal Constitucionalista
Guerrero,Manuel Zozaya,1 de abril de 1913 - 1 de febrero de 1914,Militar
Guerrero,Juan A. Poloney,2 de febrero de 1914 - 9 de marzo de 1914,Militar
Guerrero,Antonio G. Olea,10 de marzo de 1914 - 14 de abril de 1914,Militar
Guerrero,Luis G. Cartón,abril de 1914,Militar
Guerrero,Jesús H. Salgado,28 de marzo de 1914 - 24 de diciembre de 1914,Militar
Guerrero,Julián Blanco,26 de diciembre de 1914 - 6 de agosto de 1915,Militar
Guerrero,Simón Díaz Estrada,11 de agosto de 1915 - 30 de junio de 1916,Militar
Guerrero,Natalio Nava,1 de julio de 1916 - 31 de julio de 1916,
Guerrero,Simón Díaz Estrada,31 de julio de 1916 - 7 de noviembre de 1916,Militar
Guerrero,Silvestre G. Mariscal,8 de noviembre de 1916 - 2 de junio de 1917,Militar
Guerrero,Julio Adams Adame,30 de junio de 1917 - 20 de julio de 1917,
Guerrero,Silvestre G. Mariscal,21 de julio de 1917 - 26 de enero de 1918,Militar
Guerrero,Julio Adams Adame,26 de enero de 1918 - 11 de agosto de 1918,
Guerrero,Francisco Figueroa Mata,16 de diciembre de 1918 - 1 de abril de 1921,Carrancista
Guerrero,Rodolfo Neri Lacunza,1 de abril de 1921 - 1923,Partido Liberal Constitucionalista
Guerrero,Teófilo Escudero Sánchez,1923 - 30 de noviembre de 1923,Obregonista
Guerrero,Urbano Lavin,30 de noviembre de 1923 - 19 de marzo de 1924,Delahuertista
Guerrero,Rodolfo Neri Lacunza,19 de marzo de 1924 - 31 de marzo de 1925,Partido Liberal Constitucionalista
Guerrero,Héctor F. López Mena,1 de abril de 1925 - 1 de febrero de 1928,Obregonista
Guerrero,Enrique R. Martínez,1 de febrero de 1928 - 31 de marzo de 1928,Delahuertista
Guerrero,Adrián Castrejón Castrejón,1 de abril de 1928 - 31 de marzo de 1933,Partido Nacional Revolucionario
Guerrero,Gabriel R. Guevara,1 de abril de 1933 - 5 de noviembre de 1935,Partido Nacional Revolucionario
Guerrero,José Inocente Lugo,5 de noviembre de 1935 - 1 de abril de 1937,Partido Nacional Revolucionario
Guerrero,Alberto F. Berber,1 de abril de 1937 - 19 de febrero de 1941,Partido de la Revolución Mexicana
Guerrero,Carlos F. Carrasco Cardoso,19 de febrero de 1941 - 1 de julio de 1941,Partido de la Revolución Mexicana
Guerrero,Gerardo R. Catalán Calvo,1 de julio de 1941 - 1 de abril de 1945,Partido de la Revolución Mexicana
Guerrero,Baltazar R. Leyva Mancilla,1 de abril de 1945 - 31 de marzo de 1951,Partido Revolucionario Institucional
Guerrero,Alejandro Gómez Maganda,1 de abril de 1951 - 21 de mayo de 1954,Partido Revolucionario Institucional
Guerrero,Darío L. Arrieta Mateos,21 de mayo de 1954 - 1 de abril de 1957,Partido Revolucionario Institucional
Guerrero,Raúl Caballero Aburto,1 de abril de 1957 - 4 de enero de 1961,Partido Revolucionario Institucional
Guerrero,Arturo Martínez Adame,4 de enero de 1961 - 31 de marzo de 1963,Partido Revolucionario Institucional
Guerrero,Raymundo Abarca Alarcón,1 de abril de 1963 - 31 de marzo de 1969,Partido Revolucionario Institucional
Guerrero,Caritino Maldonado Pérez,1 de abril de 1969 - 17 de abril de 1971,Partido Revolucionario Institucional
Guerrero,Roberto Rodríguez Mercado,17 de abril de 1971 - 20 de abril de 1971,Partido Revolucionario Institucional
Guerrero,Israel Nogueda Otero,20 de abril de 1971 - 31 de enero de 1975,Partido Revolucionario Institucional
Guerrero,Xavier Olea Muñoz,31 de enero de 1975 - 1 de abril de 1975,Partido Revolucionario Institucional
Guerrero,Rubén Figueroa Figueroa,1 de abril de 1975 - 31 de marzo de 1981,Partido Revolucionario Institucional
Guerrero,Alejandro Cervantes Delgado,1 de abril de 1981 - 31 de marzo de 1987,Partido Revolucionario Institucional
Guerrero,José Francisco Ruiz Massieu,1 de abril de 1987 - 31 de marzo de 1993,Partido Revolucionario Institucional
Guerrero,Rubén Figueroa Alcocer,1 de abril de 1993 - 12 de marzo de 1996,Partido Revolucionario Institucional
Guerrero,Ángel Aguirre Rivero,12 de marzo de 1996 - 31 de marzo de 1999,Partido Revolucionario Institucional
Guerrero,René Juárez Cisneros,1 de abril de 1999 - 31 de marzo de 2005,Partido Revolucionario Institucional
Guerrero,Zeferino Torreblanca Galindo,1 de abril de 2005 - 31 de marzo de 2011,Partido de la Revolución Democrática
Guerrero,Ángel Aguirre Rivero,1 de abril de 2011 - 24 de octubre de 2014,Partido de la Revolución Democrática
Guerrero,Jesús Martínez Garnelo,24 de octubre de 2014 - 26 de octubre de 2014,Independiente
